Word,POS,Stemmed,Priorpolarity,Type
improbably,adverb,n,negative,strongsubj
improper,adj,n,negative,strongsubj
improperly,adverb,n,negative,strongsubj
impropriety,noun,n,negative,strongsubj
improving,adj,n,positive,weaksubj
improve,verb,y,positive,weaksubj
improved,adj,n,positive,weaksubj
improvement,noun,n,positive,weaksubj
improvise,verb,y,positive,strongsubj
imprudence,noun,n,negative,strongsubj
imprudent,adj,n,negative,strongsubj
impudence,noun,n,negative,strongsubj
impudent,adj,n,negative,strongsubj
impudently,anypos,n,negative,strongsubj
impugn,verb,y,negative,strongsubj
impulsive,adj,n,negative,strongsubj
impulsively,adverb,n,negative,strongsubj
impunity,adj,n,negative,weaksubj
impunity,noun,n,negative,weaksubj
impure,adj,n,negative,strongsubj
impurity,noun,n,negative,strongsubj
inability,adj,n,negative,weaksubj
inability,noun,n,negative,weaksubj
inaccessible,adj,n,negative,weaksubj
inaccuracy,noun,n,negative,weaksubj
inaccuracies,noun,n,negative,weaksubj
inaccurate,adj,n,negative,strongsubj
inaccurately,adverb,n,negative,strongsubj
inaction,noun,n,negative,weaksubj
inactive,adj,n,negative,weaksubj
inadequacy,noun,n,negative,weaksubj
inadequate,adj,n,negative,weaksubj
inadequately,adverb,n,negative,weaksubj
inadverent,adj,n,negative,weaksubj
inadverently,adverb,n,negative,weaksubj
inadvisable,adj,n,negative,weaksubj
inadvisably,adverb,n,negative,weaksubj
inalienable,adj,n,positive,weaksubj
inane,adj,n,negative,strongsubj
inanely,adverb,n,negative,strongsubj
inappropriate,adj,n,negative,strongsubj
inappropriately,adverb,n,negative,strongsubj
inapt,adj,n,negative,strongsubj
inaptitude,noun,n,negative,strongsubj
inarguable,adj,n,neutral,strongsubj
inarguably,adverb,n,neutral,strongsubj
inarticulate,adj,n,negative,strongsubj
inattentive,adj,n,negative,strongsubj
incapable,adj,n,negative,strongsubj
incapably,adverb,n,negative,strongsubj
incautious,adj,n,negative,strongsubj
incendiary,anypos,n,negative,strongsubj
incense,verb,y,negative,weaksubj
incessant,adj,n,negative,strongsubj
incessantly,adverb,n,negative,strongsubj
incisive,adj,n,positive,strongsubj
incisively,anypos,n,positive,strongsubj
incisiveness,noun,n,positive,strongsubj
incite,verb,y,negative,weaksubj
incitement,adj,n,negative,weaksubj
incitement,noun,n,negative,weaksubj
incivility,noun,n,negative,strongsubj
inclement,adj,n,negative,weaksubj
inclination,adj,n,positive,strongsubj
inclination,noun,n,positive,strongsubj
inclinations,anypos,n,positive,strongsubj
inclined,adj,n,positive,strongsubj
inclusive,adj,n,positive,weaksubj
incognizant,adj,n,negative,strongsubj
incoherence,noun,n,negative,strongsubj
incoherent,adj,n,negative,strongsubj
incoherently,adj,n,negative,strongsubj
incommensurate,adj,n,negative,strongsubj
incomparable,adj,n,negative,weaksubj
incomparably,adverb,n,negative,weaksubj
incompatibility,noun,n,negative,weaksubj
incompatible,adj,n,negative,weaksubj
incompatible,noun,n,negative,weaksubj
incompetence,noun,n,negative,strongsubj
incompetent,adj,n,negative,strongsubj
incompetently,adverb,n,negative,strongsubj
incomplete,adj,n,negative,weaksubj
incompliant,adj,n,negative,weaksubj
incomprehensible,adj,n,negative,strongsubj
incomprehension,noun,n,negative,strongsubj
inconceivable,adj,n,negative,strongsubj
inconceivably,adverb,n,negative,strongsubj
inconclusive,adj,n,negative,weaksubj
incongruous,adj,n,negative,strongsubj
incongruously,adverb,n,negative,strongsubj
inconsequent,adj,n,negative,strongsubj
inconsequently,adverb,n,negative,strongsubj
inconsequential,adj,n,negative,strongsubj
inconsequentially,adverb,n,negative,strongsubj
inconsiderate,adj,n,negative,strongsubj
inconsiderately,adverb,n,negative,strongsubj
inconsistence,noun,n,negative,strongsubj
inconsistencies,adj,n,negative,strongsubj
inconsistencies,noun,n,negative,strongsubj
inconsistency,noun,n,negative,weaksubj
inconsistent,adj,n,negative,weaksubj
inconsolable,adj,n,negative,strongsubj
inconsolably,anypos,n,negative,strongsubj
inconstant,adj,n,negative,strongsubj
incontestable,adj,n,positive,strongsubj
incontrovertible,adj,n,positive,strongsubj
inconvenience,adj,n,negative,strongsubj
inconvenience,noun,n,negative,strongsubj
inconvenient,anypos,n,negative,strongsubj
inconveniently,anypos,n,negative,strongsubj
incorrect,anypos,n,negative,weaksubj
incorrectly,anypos,n,negative,strongsubj
incorrigible,adj,n,negative,strongsubj
incorrigibly,adverb,n,negative,strongsubj
incorruptible,adj,n,positive,strongsubj
increasing,adj,n,neutral,weaksubj
increasingly,adverb,n,neutral,weaksubj
incredible,anypos,n,positive,strongsubj
incredibly,anypos,n,positive,strongsubj
incredulous,adj,n,negative,strongsubj
incredulously,anypos,n,negative,strongsubj
inculcate,verb,y,negative,strongsubj
indebted,adj,n,positive,weaksubj
indecency,noun,n,negative,strongsubj
indecent,adj,n,negative,strongsubj
indecently,anypos,n,negative,strongsubj
indecision,noun,n,negative,strongsubj
indecisive,adj,n,negative,strongsubj
indecisively,adverb,n,negative,strongsubj
indecorum,noun,n,negative,strongsubj
indeed,anypos,y,neutral,strongsubj
indefatigable,adj,n,positive,strongsubj
indefensible,adj,n,negative,strongsubj
indefensible,noun,n,negative,strongsubj
indefinite,adj,n,negative,weaksubj
indefinitely,adverb,n,negative,weaksubj
indelible,adj,n,positive,strongsubj
indelibly,adj,n,positive,strongsubj
indelicate,adj,n,negative,strongsubj
independence,adj,n,positive,weaksubj
independence,noun,n,positive,weaksubj
independent,adj,n,positive,weaksubj
indescribable,adj,n,positive,strongsubj
indescribably,adverb,n,positive,strongsubj
indestructible,adj,n,positive,strongsubj
indeterminable,adj,n,negative,weaksubj
indeterminably,adverb,n,negative,weaksubj
indeterminate,adj,n,negative,weaksubj
indication,adj,n,neutral,weaksubj
indication,noun,n,neutral,weaksubj
indicative,adj,n,neutral,strongsubj
indicative,noun,n,neutral,strongsubj
indifference,noun,n,negative,strongsubj
indifferent,adj,n,negative,strongsubj
indigent,adj,n,negative,weaksubj
indignant,adj,n,negative,strongsubj
indignantly,anypos,n,negative,strongsubj
indignation,noun,n,negative,strongsubj
indignity,adj,n,negative,strongsubj
indignity,noun,n,negative,strongsubj
indirect,adj,n,neutral,weaksubj
indiscernible,adj,n,negative,weaksubj
indiscreet,adj,n,negative,strongsubj
indiscreet,noun,n,negative,strongsubj
indiscreetly,adverb,n,negative,strongsubj
indiscretion,anypos,y,negative,strongsubj
indiscriminate,adj,n,negative,strongsubj
indiscriminating,adj,n,negative,strongsubj
indiscriminately,adverb,n,negative,strongsubj
indispensable,adj,n,positive,strongsubj
indispensability,noun,n,positive,strongsubj
indisposed,adj,n,negative,strongsubj
indisputable,adj,n,positive,strongsubj
indistinct,adj,n,negative,weaksubj
indistinctive,adj,n,negative,weaksubj
individuality,noun,n,positive,weaksubj
indoctrinate,anypos,y,negative,strongsubj
indoctrination,adj,n,negative,strongsubj
indoctrination,noun,n,negative,strongsubj
indolent,adj,n,negative,strongsubj
indomitable,adj,n,positive,strongsubj
indomitably,adj,n,positive,strongsubj
indubitable,anypos,n,positive,strongsubj
indubitably,anypos,n,positive,strongsubj
indulge,verb,y,negative,strongsubj
indulgence,noun,n,positive,strongsubj
indulgent,adj,n,positive,strongsubj
industrious,adj,n,positive,weaksubj
ineffective,adj,n,negative,weaksubj
ineffectively,adverb,n,negative,weaksubj
ineffectiveness,noun,n,negative,weaksubj
ineffectual,adj,n,negative,weaksubj
ineffectually,adverb,n,negative,weaksubj
ineffectualness,noun,n,negative,weaksubj
inefficacious,adj,n,negative,strongsubj
inefficacious,noun,n,negative,strongsubj
inefficacy,noun,n,negative,strongsubj
inefficiency,noun,n,negative,weaksubj
inefficient,adj,n,negative,weaksubj
inefficiently,adverb,n,negative,weaksubj
ineligible,adj,n,negative,weaksubj
inelegance,noun,n,negative,strongsubj
inelegant,adj,n,negative,strongsubj
ineloquent,adj,n,negative,strongsubj
ineloquently,adverb,n,negative,strongsubj
inept,adj,n,negative,strongsubj
ineptitude,anypos,y,negative,strongsubj
ineptitude,noun,n,negative,strongsubj
ineptly,anypos,n,negative,strongsubj
inequalities,adj,n,negative,weaksubj
inequalities,noun,n,negative,weaksubj
inequality,adj,n,negative,strongsubj
inequality,noun,n,negative,strongsubj
inequitable,adj,n,negative,strongsubj
inequitably,adverb,n,negative,strongsubj
inequities,adj,n,negative,strongsubj
inequities,noun,n,negative,strongsubj
inertia,adj,n,negative,weaksubj
inertia,noun,n,negative,weaksubj
inescapable,adj,n,negative,strongsubj
inescapably,adj,n,negative,strongsubj
inessential,adj,n,negative,strongsubj
inestimable,adj,n,positive,strongsubj
inestimably,adverb,n,positive,strongsubj
inevitable,adj,n,negative,strongsubj
inevitable,noun,n,negative,strongsubj
inevitably,adverb,n,negative,strongsubj
inexact,adj,n,negative,weaksubj
inexcusable,adj,n,negative,strongsubj
inexcusably,adverb,n,negative,strongsubj
inexorable,adj,n,negative,strongsubj
inexorably,adverb,n,negative,strongsubj
inexpensive,adj,n,positive,weaksubj
inexperience,noun,n,negative,weaksubj
inexperienced,adj,n,negative,weaksubj
inexpert,adj,n,negative,weaksubj
inexpertly,adverb,n,negative,weaksubj
inexpiable,adj,n,negative,strongsubj
inexplainable,adj,n,negative,strongsubj
inexplicable,adj,n,negative,strongsubj
inextricable,adj,n,negative,strongsubj
inextricably,adverb,n,negative,strongsubj
infallible,adj,n,positive,strongsubj
infallibly,adverb,n,positive,strongsubj
infallibility,noun,n,positive,strongsubj
infamous,adj,n,negative,strongsubj
infamously,adverb,n,negative,strongsubj
infamy,noun,n,negative,strongsubj
infatuated,anypos,n,both,strongsubj
infected,anypos,n,negative,weaksubj
infectious,adj,n,neutral,weaksubj
infer,verb,y,neutral,strongsubj
inference,adj,n,neutral,weaksubj
inference,noun,n,neutral,weaksubj
inferior,adj,n,negative,strongsubj
inferiority,noun,n,negative,strongsubj
infernal,adj,n,negative,strongsubj
infest,verb,y,negative,weaksubj
infested,adj,n,negative,weaksubj
infidel,noun,n,negative,strongsubj
infidels,noun,n,negative,strongsubj
infiltrator,noun,n,negative,weaksubj
infiltrators,adj,n,negative,weaksubj
infiltrators,noun,n,negative,weaksubj
infirm,adj,n,negative,strongsubj
inflame,verb,y,negative,strongsubj
inflammatory,adj,n,negative,strongsubj
inflated,adj,n,negative,weaksubj
inflationary,adj,n,negative,weaksubj
inflexible,adj,n,negative,strongsubj
inflict,verb,y,negative,strongsubj
influence,adj,n,neutral,weaksubj
influence,noun,n,neutral,weaksubj
influential,adj,n,positive,weaksubj
informational,adj,n,neutral,weaksubj
informative,adj,n,positive,weaksubj
infraction,noun,n,negative,weaksubj
infringe,verb,y,negative,strongsubj
infringement,noun,n,negative,strongsubj
infringements,adj,n,negative,strongsubj
infringements,noun,n,negative,strongsubj
infuriate,verb,y,negative,strongsubj
infuriated,adj,n,negative,strongsubj
infuriating,anypos,n,negative,strongsubj
infuriatingly,anypos,n,negative,strongsubj
ingenious,adj,n,positive,strongsubj
ingeniously,anypos,n,positive,strongsubj
ingenuity,noun,n,positive,strongsubj
ingenuous,adj,n,positive,strongsubj
ingenuously,adverb,n,positive,strongsubj
inglorious,adj,n,negative,strongsubj
ingrate,noun,n,negative,strongsubj
ingratiate,verb,y,positive,strongsubj
ingratiating,adj,n,positive,strongsubj
ingratiatingly,adverb,n,positive,strongsubj
ingratitude,noun,n,negative,strongsubj
inherent,adj,n,neutral,strongsubj
inherent,noun,n,neutral,strongsubj
inhibit,verb,y,negative,weaksubj
inhibition,noun,n,negative,weaksubj
inhospitable,adj,n,negative,strongsubj
inhospitality,noun,n,negative,strongsubj
inhuman,adj,n,negative,strongsubj
inhumane,adj,n,negative,strongsubj
inhumanity,noun,n,negative,strongsubj
inimical,adj,n,negative,strongsubj
inimically,adverb,n,negative,strongsubj
iniquitous,adj,n,negative,strongsubj
iniquity,noun,n,negative,strongsubj
injudicious,adj,n,negative,strongsubj
injure,verb,y,negative,weaksubj
injurious,adj,n,negative,weaksubj
injury,noun,n,negative,weaksubj
injustice,adj,n,negative,strongsubj
injustice,noun,n,negative,strongsubj
injustices,adj,n,negative,strongsubj
injustices,noun,n,negative,strongsubj
inkling,anypos,n,neutral,strongsubj
inklings,adj,n,neutral,strongsubj
inklings,noun,n,neutral,strongsubj
innocence,adj,n,positive,weaksubj
innocence,noun,n,positive,weaksubj
innocent,adj,n,positive,weaksubj
innocently,adj,n,positive,weaksubj
innocuous,adj,n,positive,strongsubj
innocuous,noun,n,positive,strongsubj
innovation,adj,n,positive,weaksubj
innovation,noun,n,positive,weaksubj
innovative,adj,n,positive,weaksubj
innumerable,adj,n,neutral,weaksubj
innumerably,adverb,n,neutral,weaksubj
innumerous,adj,n,neutral,weaksubj
innuendo,adj,n,negative,strongsubj
innuendo,noun,n,negative,strongsubj
inoffensive,adj,n,positive,strongsubj
inopportune,adj,n,negative,strongsubj
inordinate,adj,n,negative,strongsubj
inordinately,anypos,n,negative,strongsubj
inquisitive,adj,n,positive,strongsubj
insane,adj,n,negative,strongsubj
insanely,anypos,n,negative,strongsubj
insanity,noun,n,negative,strongsubj
insatiable,adj,n,negative,strongsubj
insecure,adj,n,negative,weaksubj
insecurity,adj,n,negative,strongsubj
insecurity,noun,n,negative,strongsubj
insensible,adj,n,negative,weaksubj
insensitive,adj,n,negative,strongsubj
insensitively,adverb,n,negative,strongsubj
insensitivity,adj,n,negative,strongsubj
insensitivity,noun,n,negative,strongsubj
insidious,adj,n,negative,strongsubj
insidiously,anypos,n,negative,strongsubj
insight,adj,n,positive,strongsubj
insight,noun,n,positive,strongsubj
insightful,anypos,n,positive,strongsubj
insightfully,anypos,n,positive,strongsubj
insights,anypos,n,neutral,strongsubj
insignificance,noun,n,negative,weaksubj
insignificant,adj,n,negative,weaksubj
insignificantly,adverb,n,negative,weaksubj
insincere,adj,n,negative,strongsubj
insincerely,adverb,n,negative,strongsubj
insincerity,noun,n,negative,strongsubj
insinuate,verb,y,negative,strongsubj
insinuating,adj,n,negative,strongsubj
insinuation,adj,n,negative,strongsubj
insinuation,noun,n,negative,strongsubj
insist,verb,y,positive,strongsubj
insistence,adj,n,positive,weaksubj
insistence,noun,n,positive,weaksubj
insistent,adj,n,positive,strongsubj
insistently,anypos,n,positive,strongsubj
insociable,adj,n,negative,strongsubj
isolation,noun,n,negative,weaksubj
insolence,anypos,n,negative,strongsubj
insolence,noun,n,negative,strongsubj
insolent,adj,n,negative,strongsubj
insolently,anypos,n,negative,strongsubj
insolvent,adj,n,negative,weaksubj
insouciance,noun,n,negative,strongsubj
inspiration,noun,n,positive,strongsubj
inspirational,adj,n,positive,strongsubj
inspire,verb,y,positive,strongsubj
inspiring,adj,n,positive,strongsubj
inspiring,anypos,n,positive,strongsubj
instability,noun,n,negative,weaksubj
instable,adj,n,negative,weaksubj
instigate,verb,y,negative,strongsubj
instigator,noun,n,negative,strongsubj
instigators,noun,n,negative,strongsubj
instructive,adj,n,positive,weaksubj
instrumental,adj,n,positive,weaksubj
insubordinate,adj,n,negative,weaksubj
insubstantial,adj,n,negative,strongsubj
insubstantially,adverb,n,negative,strongsubj
insufferable,adj,n,negative,strongsubj
insufferably,adverb,n,negative,strongsubj
insufficiency,noun,n,negative,weaksubj
insufficient,adj,n,negative,weaksubj
insufficiently,adverb,n,negative,weaksubj
insular,adj,n,negative,weaksubj
insult,noun,n,negative,strongsubj
insult,verb,y,negative,strongsubj
insulted,adj,n,negative,strongsubj
insulting,adj,n,negative,strongsubj
insulting,anypos,n,negative,strongsubj
insultingly,anypos,n,negative,strongsubj
insupportable,adj,n,negative,strongsubj
insupportably,adverb,n,negative,strongsubj
insurmountable,adj,n,negative,weaksubj
insurmountably,adverb,n,negative,weaksubj
insurrection,adj,n,negative,weaksubj
insurrection,noun,n,negative,weaksubj
intact,adj,n,positive,weaksubj
integral,adj,n,positive,weaksubj
integrity,noun,n,positive,strongsubj
intelligent,adj,n,positive,strongsubj
intelligence,noun,n,positive,weaksubj
intelligible,adj,n,positive,strongsubj
intend,verb,y,neutral,weaksubj
intense,adj,n,neutral,weaksubj
intense,noun,n,neutral,weaksubj
intensive,adj,n,neutral,weaksubj
intensively,adverb,n,neutral,weaksubj
intent,adj,n,neutral,weaksubj
intent,noun,n,neutral,weaksubj
intention,adj,n,neutral,weaksubj
intention,noun,n,neutral,weaksubj
intentions,adj,n,neutral,weaksubj
intentions,noun,n,neutral,weaksubj
intents,adj,n,neutral,weaksubj
intents,noun,n,neutral,weaksubj
intercede,verb,y,positive,weaksubj
interest,adj,n,positive,weaksubj
interest,noun,n,positive,weaksubj
interest,verb,y,positive,weaksubj
interested,adj,n,positive,weaksubj
interesting,anypos,n,positive,strongsubj
interests,adj,n,positive,weaksubj
interests,noun,n,positive,weaksubj
interfere,verb,y,negative,weaksubj
interference,adj,n,negative,weaksubj
interference,noun,n,negative,weaksubj
intermittent,adj,n,negative,weaksubj
interrupt,verb,y,negative,weaksubj
interruption,noun,n,negative,weaksubj
intimacy,adj,n,positive,strongsubj
intimacy,noun,n,positive,strongsubj
intimate,adj,n,positive,weaksubj
intimate,verb,y,neutral,strongsubj
intimidate,verb,y,negative,weaksubj
intimidating,anypos,n,negative,strongsubj
intimidatingly,anypos,n,negative,strongsubj
intimidation,adj,n,negative,weaksubj
intimidation,noun,n,negative,weaksubj
intolerable,adj,n,negative,strongsubj
intolerablely,anypos,n,negative,strongsubj
intolerance,adj,n,negative,strongsubj
intolerance,noun,n,negative,strongsubj
intolerant,anypos,n,negative,strongsubj
intoxicate,verb,y,negative,weaksubj
intractable,adj,n,negative,weaksubj
intransigence,adj,n,negative,strongsubj
intransigence,noun,n,negative,strongsubj
intransigent,anypos,n,negative,strongsubj
intricate,adj,n,positive,weaksubj
intrigue,adj,n,positive,strongsubj
intrigue,noun,n,positive,strongsubj
intrigue,verb,y,neutral,weaksubj
intriguing,adj,n,positive,strongsubj
intriguing,anypos,n,positive,strongsubj
intriguingly,anypos,n,positive,strongsubj
intrude,verb,y,negative,strongsubj
intrusion,noun,n,negative,weaksubj
intrusive,adj,n,negative,strongsubj
intuitive,adj,n,positive,strongsubj
inundate,verb,y,negative,strongsubj
inundated,anypos,n,negative,strongsubj
invader,adj,n,negative,weaksubj
invader,noun,n,negative,weaksubj
invalid,adj,n,negative,strongsubj
invalidate,verb,y,negative,strongsubj
invalidity,noun,n,negative,strongsubj
invaluable,adj,n,positive,strongsubj
invaluablely,anypos,n,positive,strongsubj
invasive,adj,n,negative,weaksubj
invective,anypos,n,negative,strongsubj
inveigle,verb,y,negative,strongsubj
inventive,adj,n,positive,weaksubj
invidious,adj,n,negative,strongsubj
invidiously,anypos,n,negative,strongsubj
invidiousness,noun,n,negative,strongsubj
invigorate,verb,y,positive,weaksubj
invigorating,anypos,n,positive,strongsubj
invincibility,anypos,n,positive,strongsubj
invincible,adj,n,positive,strongsubj
inviolable,adj,n,positive,strongsubj
inviolate,adj,n,positive,strongsubj
invisible,adj,n,neutral,weaksubj
invulnerable,adj,n,positive,strongsubj
involuntarily,adverb,n,negative,weaksubj
involuntary,adj,n,negative,weaksubj
irate,adj,n,negative,strongsubj
irately,anypos,n,negative,strongsubj
ire,noun,n,negative,strongsubj
irk,verb,y,negative,strongsubj
irksome,anypos,n,negative,strongsubj
ironic,adj,n,negative,strongsubj
ironies,adj,n,negative,strongsubj
ironies,noun,n,negative,strongsubj
irony,anypos,n,negative,strongsubj
irrational,adj,n,negative,strongsubj
irrationality,noun,n,negative,strongsubj
irrationally,anypos,n,negative,strongsubj
irreconcilable,adj,n,negative,strongsubj
irredeemable,adj,n,negative,strongsubj
irredeemably,adverb,n,negative,strongsubj
irreformable,adj,n,negative,strongsubj
irrefutable,adj,n,positive,strongsubj
irrefutably,anypos,n,positive,strongsubj
irregardless,anypos,n,neutral,strongsubj
irregular,adj,n,negative,weaksubj
irregularity,noun,n,negative,weaksubj
irrelevance,noun,n,negative,strongsubj
irrelevant,adj,n,negative,strongsubj
irreparable,adj,n,negative,strongsubj
irreplacible,adj,n,negative,strongsubj
irrepressible,adj,n,negative,strongsubj
irreproachable,adj,n,positive,strongsubj
irresistible,adj,n,positive,strongsubj
irresistibly,anypos,n,positive,strongsubj
irresolute,adj,n,negative,strongsubj
irresolvable,adj,n,negative,weaksubj
irresponsible,adj,n,negative,strongsubj
irresponsibly,adverb,n,negative,strongsubj
irretrievable,adj,n,negative,weaksubj
irreverence,noun,n,negative,strongsubj
irreverent,adj,n,negative,strongsubj
irreverently,adverb,n,negative,strongsubj
irreversible,adj,n,negative,strongsubj
irreversible,noun,n,negative,strongsubj
irritable,adj,n,negative,strongsubj
irritably,adverb,n,negative,strongsubj
irritant,noun,n,negative,weaksubj
irritate,verb,y,negative,strongsubj
irritated,adj,n,negative,strongsubj
irritating,anypos,n,negative,strongsubj
irritation,adj,n,negative,strongsubj
irritation,noun,n,negative,strongsubj
isolate,verb,y,negative,weaksubj
isolated,adj,n,negative,weaksubj
isolation,noun,n,negative,weaksubj
itch,verb,y,negative,strongsubj
jabber,verb,y,negative,strongsubj
jaded,adj,n,negative,strongsubj
jam,noun,n,negative,weaksubj
jar,verb,y,negative,weaksubj
jaundiced,adj,n,negative,strongsubj
jauntily,adverb,n,positive,strongsubj
jaunty,adj,n,positive,strongsubj
jealous,adj,n,negative,strongsubj
jealously,anypos,n,negative,strongsubj
jealousness,noun,n,negative,strongsubj
jealousy,noun,n,negative,strongsubj
jeer,noun,n,negative,strongsubj
jeer,verb,y,negative,strongsubj
jeering,anypos,y,negative,strongsubj
jeeringly,anypos,y,negative,strongsubj
jeers,noun,n,negative,strongsubj
jeopardize,verb,y,negative,strongsubj
jeopardy,noun,n,negative,strongsubj
jerk,anypos,y,negative,strongsubj
jest,verb,y,positive,strongsubj
jittery,adj,n,negative,strongsubj
jobless,adj,n,negative,weaksubj
joke,noun,n,positive,strongsubj
joke,verb,y,positive,strongsubj
joker,noun,n,negative,strongsubj
jollify,verb,y,positive,weaksubj
jolly,anypos,y,positive,strongsubj
jolt,verb,y,negative,weaksubj
jovial,adj,n,positive,strongsubj
joy,noun,n,positive,strongsubj
joyful,adj,n,positive,strongsubj
joyfully,anypos,n,positive,strongsubj
joyless,adj,n,positive,strongsubj
joyous,anypos,n,positive,strongsubj
joyously,anypos,n,positive,strongsubj
jubilant,adj,n,positive,strongsubj
jubilantly,anypos,n,positive,strongsubj
jubilate,verb,y,positive,strongsubj
jubilation,anypos,n,positive,strongsubj
jubilation,noun,n,positive,strongsubj
judgement,adj,n,neutral,weaksubj
judgement,noun,n,neutral,weaksubj
judgements,adj,n,neutral,weaksubj
judgements,noun,n,neutral,weaksubj
judicious,adj,n,positive,strongsubj
judgment,adj,n,neutral,weaksubj
judgment,noun,n,neutral,weaksubj
judgments,adj,n,neutral,weaksubj
judgments,noun,n,neutral,weaksubj
jumpy,adj,n,negative,weaksubj
junk,noun,n,negative,weaksubj
junky,adj,n,negative,weaksubj
just,adj,n,positive,strongsubj
just,anypos,n,positive,weaksubj
just,noun,n,positive,weaksubj
justice,adj,n,positive,weaksubj
justice,noun,n,positive,weaksubj
justifiable,adj,n,positive,strongsubj
justifiably,anypos,y,positive,strongsubj
justification,noun,n,positive,strongsubj
justify,verb,y,positive,strongsubj
justly,anypos,n,positive,strongsubj
juvenile,adj,n,negative,weaksubj
kaput,adj,n,negative,strongsubj
keen,adj,n,positive,strongsubj
keen,noun,n,negative,strongsubj
keen,verb,y,negative,strongsubj
keenly,anypos,n,positive,strongsubj
keenness,adj,n,positive,strongsubj
keenness,noun,n,positive,strongsubj
kemp,adj,n,positive,strongsubj
key,adj,n,neutral,weaksubj
kick,adj,n,negative,strongsubj
kick,noun,n,negative,strongsubj
kid,verb,y,positive,strongsubj
kill,verb,y,negative,weaksubj
killer,noun,n,negative,weaksubj
killer,noun,n,negative,weaksubj
killjoy,noun,n,negative,strongsubj
kind,adj,n,positive,strongsubj
kindly,anypos,n,positive,strongsubj
kindliness,noun,n,positive,strongsubj
kindness,noun,n,positive,strongsubj
kingmaker,noun,n,positive,strongsubj
kiss,noun,n,positive,weaksubj
kiss,verb,y,positive,weaksubj
knave,noun,n,negative,strongsubj
knife,verb,y,negative,weaksubj
knock,noun,n,negative,weaksubj
knock,verb,y,negative,weaksubj
knew,verb,n,neutral,strongsubj
know,verb,n,neutral,strongsubj
knowing,anypos,n,neutral,strongsubj
knowingly,anypos,n,neutral,strongsubj
knowledge,noun,n,neutral,strongsubj
knowledgeable,anypos,n,positive,strongsubj
kook,noun,n,negative,strongsubj
kooky,adj,n,negative,strongsubj
lack,adj,n,negative,strongsubj
lack,noun,n,negative,strongsubj
lackadaisical,adj,n,negative,strongsubj
lackey,noun,n,negative,strongsubj
lackeys,adj,n,negative,strongsubj
lackeys,noun,n,negative,strongsubj
lacking,adj,n,negative,strongsubj
lackluster,anypos,y,negative,strongsubj
laconic,adj,n,negative,strongsubj
lag,verb,y,negative,weaksubj
lambast,verb,y,negative,strongsubj
lambaste,verb,y,negative,strongsubj
lame,adj,n,negative,weaksubj
lame duck,adj,n,negative,strongsubj
lament,verb,y,negative,strongsubj
lamentable,anypos,n,negative,strongsubj
lamentably,anypos,n,negative,strongsubj
languid,adj,n,negative,strongsubj
languish,verb,y,negative,strongsubj
lanky,adj,n,negative,weaksubj
languor,noun,n,negative,strongsubj
languorous,adj,n,negative,strongsubj
languorously,adverb,n,negative,strongsubj
large,adj,n,neutral,weaksubj
large scale,adj,n,neutral,weaksubj
lapse,noun,n,negative,weaksubj
large,adj,n,positive,weaksubj
large,adverb,n,positive,weaksubj
largely,adverb,n,neutral,weaksubj
lark,verb,y,positive,strongsubj
lascivious,adj,n,negative,strongsubj
last ditch,adj,n,negative,strongsubj
last ditch,noun,n,negative,strongsubj
lastly,anypos,y,neutral,strongsubj
laud,verb,y,positive,strongsubj
laudable,anypos,n,positive,strongsubj
laudably,anypos,n,positive,strongsubj
laugh,noun,n,negative,strongsubj
laugh,verb,y,negative,strongsubj
laughable,anypos,n,negative,strongsubj
laughably,anypos,n,negative,strongsubj
laughingstock,noun,n,negative,strongsubj
laughter,noun,n,negative,strongsubj
lavish,adj,n,positive,strongsubj
lavish,verb,y,positive,strongsubj
lavishly,anypos,n,positive,strongsubj
law abiding,adj,n,positive,strongsubj
lawbreaker,adj,n,negative,strongsubj
lawbreaking,anypos,n,negative,strongsubj
lawful,adj,n,positive,weaksubj
lawfully,adverb,n,positive,weaksubj
lawless,adj,n,negative,strongsubj
lawlessness,adj,n,negative,strongsubj
lawlessness,noun,n,negative,strongsubj
lax,adj,n,negative,strongsubj
lax,noun,n,negative,strongsubj
lazy,adj,n,negative,strongsubj
leading,adj,n,positive,weaksubj
leak,verb,y,negative,weaksubj
leakage,noun,n,negative,weaksubj
leaky,adj,n,negative,weaksubj
lean,adj,n,positive,weaksubj
lean,noun,n,positive,weaksubj
learn,adj,n,neutral,weaksubj
learning,noun,n,positive,weaksubj
learned,noun,n,positive,weaksubj
least,anypos,n,negative,weaksubj
lech,noun,n,negative,strongsubj
lecher,noun,n,negative,strongsubj
lecher,noun,n,negative,strongsubj
lecherous,adj,n,negative,strongsubj
lechery,noun,n,negative,strongsubj
lecture,noun,n,negative,weaksubj
lecture,verb,y,negative,weaksubj
leech,adj,n,negative,strongsubj
leech,noun,n,negative,strongsubj
leech,verb,y,negative,strongsubj
leer,noun,n,negative,strongsubj
leer,verb,y,negative,strongsubj
leery,adj,n,negative,strongsubj
left leaning,adj,n,negative,strongsubj
legacy,noun,n,neutral,weaksubj
legacies,adj,n,neutral,weaksubj
legacies,noun,n,neutral,weaksubj
legalistic,adj,n,neutral,weaksubj
legalistic,noun,n,neutral,weaksubj
legendary,adj,n,positive,weaksubj
legitimacy,noun,n,positive,weaksubj
legitimate,adj,n,positive,weaksubj
